Exchange,Base,Target,Last,Volume,Trust Score,USD Price
UniSat,RATS,BTC,6.5e-10,74189861.0,,85981
ChangeNOW,SPX,BTC,5.807712917790686e-06,6625.229567817556,,85444
ChangeNOW,CRV,BTC,4.455617859824058e-06,6025.6788147016905,,85475
ChangeNOW,MNT,BTC,1.1679133499836197e-05,2285.2463793080087,,85444
Upbit Indonesia ,IOST,BTC,2e-08,1329994.5137157,,86687
ChangeNOW,DUSK,BTC,7.025257440042675e-07,33925.56266423971,,85475
Upbit Indonesia ,RAY,BTC,1.27e-05,1856.0953596,,86082
Upbit Indonesia ,RENDER,BTC,1.966e-05,1090.007,,87072
ChangeNOW,CSPR,BTC,6.850483216194987e-08,327103.51972600166,,85475
ChangeNOW,UNI,BTC,7.078423523425565e-05,255.9791707176118,,85475
ChangeNOW,XVG,BTC,8.457562519026989e-08,246877.2382513791,,85475
ChangeNOW,USDP,BTC,1.0903100137243243e-05,1642.1021857934547,,85475
Upbit Indonesia ,ATH,BTC,1.9e-07,88549.23340789,,85516
ChangeNOW,IMX,BTC,4.041239582335283e-06,4190.395169656472,,85444
ChangeNOW,API3,BTC,6.121932209864529e-06,2470.7239677224125,,85395
ChangeNOW,XAUT,BTC,0.04605960609337289,0.2884754883702914,,85395
Upbit Indonesia ,SAND,BTC,1.69e-06,6059.33459846,,86082
ChangeNOW,ZEN,BTC,0.00015936598776408728,50.58629518885526,,85444
Upbit Indonesia ,STX,BTC,3.39e-06,2791.49082969,,86133
ChangeNOW,ATH,BTC,2.1851950247330806e-07,37203.79445844394,,85475
Upbit Indonesia ,ZETA,BTC,1.02e-06,7384.8027583,,87211
Upbit Indonesia ,GLM,BTC,2.57e-06,2674.34517761,,84547
Upbit Indonesia ,MOVE,BTC,6.6e-07,10158.73743939,,86895
Upbit Indonesia ,BLUR,BTC,4.2e-07,12782.32471972,,92211
ChangeNOW,USELESS,BTC,1.3121473681524475e-06,3988.4575286346494,,85476
ChangeNOW,VTHO,BTC,1.1192029482452511e-08,378545.238003568,,85539
ChangeNOW,SWFTC,BTC,4.493498241293733e-08,89020.74522397474,,85539
Upbit Indonesia ,INJ,BTC,6.2e-05,68.17071276,,86082
ChangeNOW,ALU,BTC,1.018151254197717e-07,33870.05194759114,,85444
ChangeNOW,TURBO,BTC,1.6099821144871656e-08,189425.13839995174,,85475
Upbit Indonesia ,CYBER,BTC,9.4e-06,341.84237385,,84672
ChangeNOW,OXT,BTC,3.373479907334691e-07,8809.342460795102,,85395
ChangeNOW,SUSHI,BTC,5.187428241536962e-06,572.00531854351,,85444
ChangeNOW,SYRUP,BTC,4.0960272876721366e-06,551.9514805872901,,85476
ChangeNOW,USDE,BTC,1.088964537497506e-05,225.01337735908214,,85476
Upbit Indonesia ,ENS,BTC,0.00013391,17.17544719,,85071
Upbit Indonesia ,TUSD,BTC,1.182e-05,192.0,,85384
ChangeNOW,APE,BTC,3.2790411125320865e-06,601.9089853160852,,85475
ChangeNOW,MEW,BTC,1.4372119007600997e-08,123033.01571787246,,85395
ChangeNOW,LUSD,BTC,1.1141401199307209e-05,158.6976238625915,,85475
Upbit Indonesia ,ME,BTC,4.39e-06,339.29362439,,86690
Upbit Indonesia ,ASTR,BTC,1.4e-07,10530.73511659,,86082
ChangeNOW,STRK,BTC,1.7621421881039938e-06,506.03306982541295,,85475
Upbit Indonesia ,ANKR,BTC,9e-08,14352.74590163,,84490
ChangeNOW,PIVX,BTC,2.542955481500303e-06,446.0832292253041,,85444
ZebPay,BTC,USDT,87016.1886,0.00121185,,86976
ChangeNOW,T,BTC,1.3275841495394102e-07,8598.325793387576,,85475
Upbit Indonesia ,CVC,BTC,5.6e-07,1756.954612,,84703
Upbit Indonesia ,HIVE,BTC,1.18e-06,709.32258064,,86933
Upbit Indonesia ,BIGTIME,BTC,2.6e-07,2844.95021337,,86542
Upbit Indonesia ,PENGU,BTC,1.3e-07,4274.21996693,,86082
UniSat,PEPE,BTC,1e-07,5000.0,,84572
DotSwap,ORDI,BTC,4.6676e-05,10.00825066,,86915
Upbit Indonesia ,AERGO,BTC,7.3e-07,600.79053089,,85032
Upbit Indonesia ,RLC,BTC,8.78e-06,49.03758542,,87211
Upbit Indonesia ,FLOW,BTC,2.9e-06,146.57953869,,84019
Upbit Indonesia ,ORBS,BTC,1.2e-07,3481.64191319,,86133
Upbit Indonesia ,SUN,BTC,2.4e-07,1668.04716172,,86952
UniSat,SATS,BTC,2.78e-13,1318177096.0,,84090
Upbit Indonesia ,POL,BTC,1.55e-06,249.61643472,,88012
ChangeNOW,BNT,BTC,5.094557998131405e-06,69.92888472127576,,85475
Upbit Indonesia ,CARV,BTC,1.54e-06,220.22598655,,84711
Upbit Indonesia ,CKB,BTC,3e-08,10146.99735496,,92065
Upbit Indonesia ,PUNDIX,BTC,2.85e-06,87.32162971,,85587
Upbit Indonesia ,TAIKO,BTC,2.15e-06,112.21270045,,86082
ChangeNOW,JST,BTC,4.24565521456158e-07,582.6897835756895,,85444
Upbit Indonesia ,JTO,BTC,5.51e-06,40.369,,85032
Upbit Indonesia ,T,BTC,1.4e-07,1553.0837286,,85180
Upbit Indonesia ,LPT,BTC,4.82e-05,4.14937758,,86133
Upbit Indonesia ,NEAR,BTC,2.08e-05,9.61040215,,86133
Upbit Indonesia ,USDS,BTC,1.115e-05,17.49320987,,84559
Upbit Indonesia ,ALT,BTC,1.6e-07,1202.24438902,,86168
ChangeNOW,OP,BTC,4.152044209141949e-06,46.36363339281062,,85475
ChangeNOW,COMP,BTC,0.00034304313636787355,0.5383295655451208,,85475
Upbit Indonesia ,IQ,BTC,2e-08,9199.70379637,,85733
ChangeNOW,ONT,BTC,8.256075235394936e-07,216.94463063310852,,85444
ChangeNOW,DEGEN,BTC,1.4192087420964026e-08,12263.43481734815,,85444
Upbit Indonesia ,MNT,BTC,1.09e-05,15.49281413,,85266
Upbit Indonesia ,ZRX,BTC,1.79e-06,92.86706159,,84061
Upbit Indonesia ,ATOM,BTC,2.932e-05,5.309403,,87093
Upbit Indonesia ,GRT,BTC,6e-07,233.37624616,,85384
ChangeNOW,QUACK,BTC,2.948588475878486e-15,56302618003.50143,,85475
UniSat,ORDI,BTC,6.2e-05,2.0,,92103
ChangeNOW,TRB,BTC,0.00026604400315449923,0.4598601499886737,,85444
Upbit Indonesia ,GMT,BTC,2.1e-07,557.61869393,,88376
ChangeNOW,CAT,BTC,4.1152395050362027e-11,2774976.6397492317,,85475
Upbit Indonesia ,DRIFT,BTC,2.46e-06,42.3517055,,85286
